Title,language_type,primary_genre,overview,vote_average,vote_count,popularity,is_popular
Asian School Girls,Hollywood,Action,"Kidnapped by a Los Angeles crime syndicate, a group of schoolgirls must fight and seduce their way to vengeance after one of them committed suicide, teaching the criminals a lesson in kicking butt and taking names.",3.4,24.0,5.285,0
Heaven Is for Real,Hollywood,Drama,"The true story of the 4-year old son of a small-town pastor who, during emergency surgery, slips from consciousness and enters heaven. When he awakes, he recounts his experiences on the other side.",6.7,687.0,34.953,0
Authors Anonymous,Hollywood,Comedy,"When a dysfunctional group of unpublished writers accept Hannah into their fold, the last thing they expect is her overnight success. Can these lovable misfits achieve their artistic dreams and avoid killing one another in the process?",4.6,45.0,4.307,0
A Haunted House 2,Hollywood,Comedy,"After exorcising the demons of his ex-, Malcolm starts afresh with his new girlfriend and her two children. After moving into their dream home, Malcolm is once again plagued by bizarre paranormal events.",6.091,1226.0,65.46,0
Kid Cannabis,Hollywood,Drama,An eighteen year old high school drop out and his twenty-seven year old friend start trafficking marijuana across the border of Canada in order to make money and their lives are changed forever.,6.3,148.0,9.794,0
Transcendence,Hollywood,Thriller,"Two leading computer scientists work toward their goal of Technological Singularity,  as a radical anti-technology organization fights to prevent them from creating a world where computers can transcend the abilities of the human brain.",6.024,5032.0,24.336,0
13 Sins,Hollywood,Horror,"Drowning in debt as he's about to get married, a bright but meek salesman receives a mysterious phone call informing him that he's on a hidden-camera game show where he must execute 13 tasks to receive a multi-million dollar cash prize.",6.3,968.0,16.632,0
Brick Mansions,Hollywood,Action,"In a dystopian Detroit, grand houses that once housed the wealthy are now homes of the city's most-dangerous criminals. Surrounding the area is a giant wall to keep the rest of Detroit safe. For undercover cop Damien Collier, every day is a battle against corruption as he struggles to bring his father's killer, Tremaine, to justice. Meanwhile, Damien and an ex-con named Lino work together to save the city from a plot to destroy it.",5.9,1406.0,21.951,0
The Other Woman,Hollywood,Comedy,"After discovering her boyfriend is married, Carly soon meets the wife he's been cheating on. And when yet another affair is discovered, all three women team up to plot mutual revenge on the three-timing SOB.",6.422,3302.0,19.936,0
Walking with the Enemy,Hollywood,Action,"Regent Horthy is the leader of Hungary and a German ally, but his favorable standing with Hitler changes as the war comes to an end. Forced to cede Hungary’s power or else witness the execution of his son, Regent Horthy gives up control of his country to the Nazis, who quickly move Hungarians to ghettos and death camps, with no hope in sight. But the despair changes when a young man named Elek emerges. Separated from his family during the relocations and aided by the woman he loves , Elek defies the enemy by becoming one of them. In a race against time, disguised as a Nazi Officer he embarks on a mission to save his family and thousands of his countrymen.",6.5,56.0,8.998,0
The Amazing Spider-Man 2,Hollywood,Action,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",6.491,12094.0,151.607,0
Bad Johnson,Hollywood,Comedy,"Women are practically throwing themselves at Rich and he can’t seem to control himself. But he continually blames his penis, which seems to have a mind of its own. After ruining yet another promising relationship with Jamie, Rich has finally had enough and wishes his penis would just leave him alone. The next morning, Rich wakes up to find his wish has come true and his johnson is no longer on his body. Even worse, Rich is shocked to discover that his penis has taken human form...",4.6,119.0,10.368,0
Decoding Annie Parker,Hollywood,Drama,The lives of a breast-cancer patient and a researcher who is trying to prove a genetic link to cancer intersect in a groundbreaking study.,6.2,70.0,3.919,0
Walk of Shame,Hollywood,Comedy,"A reporter's dream of becoming a news anchor is compromised after a one-night stand leaves her stranded in downtown L.A. without a phone, car, ID or money - and only 8 hours to make it to the most important job interview of her life.",6.0,1316.0,17.284,0
Devil's Knot,Hollywood,Crime,The savage murders of three young children sparks a controversial trial of three teenagers accused of killing the kids as part of a satanic ritual.,6.1,592.0,20.948,0
God's Pocket,Hollywood,Drama,"A boozy lowlife tries to bury the truth about his crazy stepson's suspicious death, but a nosy newspaper columnist and the young man's mother complicate matters.",5.9,167.0,8.426,0
Moms' Night Out,Hollywood,Comedy,"Yearning for an evening without their kids, some friends plan a night out. But to do this, their husbands need to watch the kids. What can go wrong?",5.6,268.0,15.398,0
Neighbors,Hollywood,Comedy,A couple with a newborn baby face unexpected difficulties after they are forced to live next to a fraternity house.,6.177,6485.0,21.553,0
Godzilla,Hollywood,Action,"Ford Brody, a Navy bomb expert, has just reunited with his family in San Francisco when he is forced to go to Japan to help his estranged father, Joe. Soon, both men are swept up in an escalating crisis when an ancient alpha predator arises from the sea to combat malevolent adversaries that threaten the survival of humanity. The creatures leave colossal destruction in their wake, as they make their way toward their final battleground: San Francisco.",6.3,8217.0,59.192,0
Million Dollar Arm,Hollywood,Drama,"In a last-ditch effort to save his career, sports agent JB Bernstein dreams up a wild game plan to find Major League Baseball’s next great pitcher from a pool of cricket players in India. He soon discovers two young men who can throw a fastball but know nothing about the game of baseball. Or America. It’s an incredible and touching journey that will change them all — especially JB, who learns valuable lessons about teamwork, commitment and family.",6.8,547.0,11.01,0
The Angriest Man in Brooklyn,Hollywood,Drama,"After learning that a brain aneurysm will kill him in about 90 minutes, a perpetually unhappy man struggles to come to terms with his fate and make amends with everyone he has ever hurt.",5.7,440.0,8.527,0
Blended,Hollywood,Comedy,"After a divorced mom and widowed dad have a disastrous blind date and part ways, they unknowingly end up having to share the same romantic suite at an African resort for families during spring break.",6.852,3122.0,80.808,0
Cold in July,Hollywood,Drama,"While investigating noises in his house one balmy Texas night in 1989, Richard Dane puts a bullet in the brain of a low-life burglar. Although he’s hailed as a small-town hero, Dane soon finds himself fearing for his family’s safety when Freddy’s ex-con father rolls into town, hell-bent on revenge.",6.6,659.0,7.954,0
X-Men: Days of Future Past,Hollywood,Action,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,7.5,14219.0,63.127,1
Maleficent,Hollywood,Fantasy,"A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom – and to Maleficent's true happiness as well.",7.091,12319.0,62.982,1
A Million Ways to Die in the West,Hollywood,Comedy,"As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his new-found courage to the test when her husband, a notorious gun-slinger, announces his arrival.",6.0,3715.0,28.229,0
Edge of Tomorrow,Hollywood,Action,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",7.601,12579.0,47.799,1
The Fault in Our Stars,Hollywood,Romance,"Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a patient named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.",7.6,10528.0,48.831,1
Ping Pong Summer,Hollywood,Comedy,"In 1985 a summer vacation in Ocean City, Md., changes the life of a shy white teen who's obsessed with table tennis and hip-hop music.",5.8,44.0,4.493,0
22 Jump Street,Hollywood,Crime,"After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college. But when Jenko meets a kindred spirit on the football team, and Schmidt infiltrates the bohemian art major scene, they begin to question their partnership. Now they don't have to just crack the case - they have to figure out if they can have a mature relationship. If these two overgrown adolescents can grow from freshmen into real men, college might be the best thing that ever happened to them.",6.8,7334.0,33.938,0
Hellion,Hollywood,Thriller,"When motocross and heavy metal obsessed, 13-year-old Jacob's delinquent behavior forces CPS to place his little brother Wes with his aunt, Jacob and his emotionally absent father must finally take responsibility for their actions and each other in order to bring Wes home.",5.9,103.0,7.598,0
How to Train Your Dragon 2,Hollywood,Fantasy,"Five years have passed since Hiccup and Toothless united the dragons and Vikings of Berk. Now, they spend their time charting unmapped territories. During one of their adventures, the pair discover a secret cave that houses hundreds of wild dragons -- and a mysterious dragon rider who turns out to be Hiccup's mother, Valka. Hiccup and Toothless then find themselves at the center of a battle to protect Berk from a power-hungry warrior named Drago.",7.668,8776.0,59.35,1
Lullaby,Hollywood,Horror,A new mother discovers a lullaby in an ancient book and soon regards the song as a blessing. But her world transforms into a nightmare when the lullaby brings forth the ancient demon Lilith.,5.643,35.0,241.975,0
Obvious Child,Hollywood,Comedy,"An immature, newly unemployed comic must navigate the murky waters of adulthood after her fling with a graduate student results in an unplanned pregnancy.",6.543,391.0,7.441,0
The Signal,Hollywood,Thriller,"On a road trip, Nic and two friends are drawn to an isolated area by a computer genius. When everything suddenly goes dark, Nic regains consciousness – only to find himself in a waking nightmare.",6.0,1510.0,15.073,0
Jersey Boys,Hollywood,Music,"A musical biopic of the Four Seasons—the rise, the tough times and personal clashes, and the ultimate triumph of a group of friends whose music became symbolic of a generation. Far from a mere tribute concert, it gets to the heart of the relationships at the centre of the group, with a special focus on frontman Frankie Valli, the small kid with the big falsetto.",6.8,627.0,10.535,0
Think Like a Man Too,Hollywood,Comedy,"All the couples are back for a wedding in Las Vegas, but plans for a romantic weekend go awry when their various misadventures get them into some compromising situations that threaten to derail the big event.",6.454,511.0,14.372,0
America: Imagine the World Without Her,Hollywood,Documentary,"Political commentator, author and filmmaker Dinesh D'Souza puts forth the notion that America's history is being replaced by another version in which plunder and exploitation are the defining characteristics. D'Souza also posits that the way the country understands the past will determine the future. Using historic re-enactments, D'Souza explores the lives and sacrifices of some of America's greatest heroes, including George Washington and Frederick Douglass.",4.42,75.0,3.362,0
They Came Together,Hollywood,Comedy,A small business owner is about to lose her shop to a major corporate development.,5.6,356.0,9.551,0
Transformers: Age of Extinction,Hollywood,Science Fiction,"As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.",5.917,7402.0,304.885,0
Deliver Us from Evil,Hollywood,Thriller,"When a frightening wave of violence sweeps through New York City, troubled cop Sarchie fails to find a rational explanation for the bizarre crimes. However, his eyes are opened to a frightening alternate reality when renegade Jesuit priest Mendoza convinces him that demonic possession may be to blame for the gruesome murders. Together, they wage a valiant supernatural struggle to rid the city of an otherworldly evil.",6.22,1858.0,20.845,0
Earth to Echo,Hollywood,Family,"After a construction project begins digging in their neighbourhood, best friends Tuck, Munch and Alex inexplicably begin to receive strange, encoded messages on their cell phones. Convinced something bigger is going on, they go to their parents and the authorities. The three embark on a secret adventure to crack the code and follow it to its source, and discover a mysterious being from another world who desperately needs their help. The journey that follows will change all their lives forever.",5.9,533.0,11.39,0
School Dance,Hollywood,Comedy,"High schooler Jason has found his dream girl—the gorgeous Anastacia. There’s just one problem: she doesn’t know he exists. If he can win a spot on the school’s hottest dance crew, Jason might have a shot. But before he does, he’ll have to overcome his battle-ax of a mother, survive Anastacia’s gangsta brother, and pass the crew’s initiation—in this fresh, sexy, and outrageously funny comedy.",7.6,123.0,17.668,1
Tammy,Hollywood,Comedy,"For Tammy, a burger-joint employee, a bad day keeps getting worse. She wrecks her car, loses her job and finds that her husband has been unfaithful. It's time for Tammy to hit the road, but without money or transportation, her options are limited. Her only choice is a road trip with her hard-drinking grandmother, Pearl, who has a car, cash and an itch to see Niagara Falls. It's not the escape Tammy had in mind, but it may be what she needs.",5.3,1121.0,15.752,0
Boyhood,Hollywood,Drama,"The film tells a story of a divorced couple trying to raise their young son. The story follows the boy for twelve years, from first grade at age 6 through 12th grade at age 17-18, and examines his relationship with his parents as he grows.",7.5,4745.0,20.163,1
Dawn of the Planet of the Apes,Hollywood,Science Fiction,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",7.305,10155.0,67.245,1
Rage,Hollywood,Action,"When the Russian mob kidnaps the daughter of a reformed criminal, he rounds up his old crew and seeks his own brand of justice.",5.3,670.0,20.165,0
Road to Paloma,Hollywood,Thriller,"While Native American Wolf is being pursued by the FBI for having taken the law into his own hands, when his mother was raped and killed on their reservation he crosses paths with Cash, a down and out musician who is coping with the end of his marriage. An unlikely friendship develops, as they ride together towards the Teton mountain range, where Wolf will spread his mothers ashes.",6.2,97.0,9.646,0
I Origins,Hollywood,Science Fiction,A molecular biologist's study of the human eye has far-reaching implications about humanity's scientific and spiritual beliefs.,7.6,2969.0,14.834,1
Persecuted,Hollywood,Action,"Nationally acclaimed evangelist John Luther is the last obstacle in the way of sweeping religious reform in the States. When a U.S. Senator and Luther's own supporters abduct and frame him in the murder of an innocent teenage girl, an unprecedented era of persecution is unleashed. Out on personal recognizance, Luther escapes police surveillance in search of the truth. And suddenly, a once-normal life is targeted by a team of ex-military operatives who wage a relentless campaign to eliminate the incriminating evidence. As evangelist turned fugitive, Luther vows to expose anyone involved with or profiting from the girl's murder; a mission that brings him face-to-face with the coming storm of persecution that will threaten the entire Christian community in America.",5.3,18.0,2.996,0
Planes: Fire & Rescue,Hollywood,Animation,"When world-famous air racer Dusty learns that his engine is damaged and he may never race again, he must shift gears and is launched into the world of aerial firefighting. Dusty joins forces with veteran fire and rescue helicopter Blade Ranger and his team, a bunch of all-terrain vehicles known as The Smokejumpers. Together, the fearless team battles a massive wildfire, and Dusty learns what it takes to become a true hero.",6.148,750.0,21.572,0
The Purge: Anarchy,Hollywood,Horror,"One night per year, the government sanctions a 12-hour period in which citizens can commit any crime they wish -- including murder -- without fear of punishment or imprisonment. Leo, a sergeant who lost his son, plans a vigilante mission of revenge during the mayhem. However, instead of a death-dealing avenger, he becomes the unexpected protector of four innocent strangers who desperately need his help if they are to survive the night.",6.653,5954.0,50.824,0
Sex Tape,Hollywood,Comedy,"When Jay and Annie first got together, their romantic connection was intense – but ten years and two kids later, the flame of their love needs a spark.  To kick things up a notch, they decide – why not? – to make a video of themselves trying out every position in The Joy of Sex in one marathon three-hour session.  It seems like a great idea – until they discover that their most private video is no longer private.  With their reputations on the line, they know they’re just one click away from being laid bare to the world... but as their race to reclaim their video leads to a night they'll never forget, they'll find that their video will expose even more than they bargained for.",5.403,3825.0,53.528,0
Tiger Orange,Hollywood,Drama,"In the small Central California town where they grew up, two estranged gay brothers struggle to reconnect after the recent death of their father.",5.2,20.0,2.376,0
Wish I Was Here,Hollywood,Drama,"Aidan Bloom, a struggling actor, father and husband, is 35 years old and still trying to find a purpose for his life. He and his wife are barely getting by financially and Aidan passes his time by fantasizing about being the great futuristic Space-Knight he'd always dreamed he'd be as a little kid. When his ailing father can no longer afford to pay for private school for his two kids and the only available public school is on its last legs, Aidan reluctantly agrees to attempt to home-school them. Through teaching them about life his way, Aidan gradually discovers some of the parts of himself he couldn't find.",6.6,659.0,8.109,0
And So It Goes,Hollywood,Comedy,"Nobody likes self-centered realtor Oren Little, and he prefers it that way. He's deliberately mean to anyone who crosses his path and wants nothing more than to sell one final house and retire. His life turns upside-down when his estranged son drops off a granddaughter he never knew existed. Suddenly left in charge of her and with no idea how to take care of a child, he pawns the girl off on his neighbor, Leah -- but he eventually learns how to open his heart.",6.1,416.0,19.194,0
Happy Christmas,Hollywood,Comedy,"After a breakup with her boyfriend, a young woman moves in with her older brother, his wife, and their 2-year-old son.",5.1,145.0,8.102,0
Lucy,Hollywood,Action,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",6.434,14954.0,47.394,0
Magic in the Moonlight,Hollywood,Comedy,"Set in the 1920s French Riviera, a master magician is commissioned to try and expose a psychic as a fraud.",6.5,1940.0,9.87,0
A Most Wanted Man,Hollywood,Thriller,A Chechen Muslim illegally immigrates to Hamburg and becomes a person of interest for a covert government team which tracks the movements of potential terrorists.,6.5,1201.0,11.701,0
My Man Is a Loser,Hollywood,Comedy,"When it comes to women, playboy Mike has all the right moves. So when Mike's buddies  ask for advice on how to reconnect with their wives, Mike figures he'll share some secrets and help the guys regain their marriage mojo. But when Mike's lessons start backfiring with hilarious results, it takes a beautiful, no-nonsense friend to show Mike he still has a thing or two to learn about relationships.",4.4,31.0,3.401,0
Get on Up,Hollywood,Drama,A chronicle of James Brown's rise from extreme poverty to become one of the most influential musicians in history.,6.78,465.0,11.71,0
Mercenaries,Hollywood,Action,"A diplomatic official is captured and imprisoned while touring a war zone, so a team of elite female commandos is assembled to infiltrate a women's prison for a daring rescue.",5.2,110.0,15.006,0
4 Minute Mile,Hollywood,Drama,A teenager overcomes odds to run a 4-minute mile race.,6.1,68.0,7.233,0
The Hundred-Foot Journey,Hollywood,Drama,A story centered around an Indian family who moves to France and opens a restaurant across the street from a Michelin-starred French restaurant.,7.3,1294.0,16.845,1
Into the Storm,Hollywood,Action,"As a new day begins in the town of Silverton, its residents have little reason to believe it will be anything other than ordinary. Mother Nature, however has other plans. In the span of just a few hours, an unprecedented onslaught of powerful tornadoes ravages Silverton. Storm trackers predict that the worst is still to come, as terrified residents seek shelter, and professional storm-chasers run toward the danger, hoping to study the phenomenon close up and get a once-in-a-lifetime shot.",6.0,1861.0,22.491,0
Teenage Mutant Ninja Turtles,Hollywood,Science Fiction,"When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.",5.899,6271.0,86.286,0
Let's Be Cops,Hollywood,Comedy,"It's the ultimate buddy cop movie except for one thing: they're not cops.  When two struggling pals dress as police officers for a costume party, they become neighborhood sensations.  But when these newly-minted “heroes” get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line.",6.467,2550.0,44.911,0
The Expendables 3,Hollywood,Action,"Barney, Christmas and the rest of the team comes face-to-face with Conrad Stonebanks, who years ago co-founded The Expendables with Barney. Stonebanks subsequently became a ruthless arms trader and someone who Barney was forced to kill… or so he thought. Stonebanks, who eluded death once before, now is making it his mission to end The Expendables -- but Barney has other plans. Barney decides that he has to fight old blood with new blood, and brings in a new era of Expendables team members, recruiting individuals who are younger, faster and more tech-savvy. The latest mission becomes a clash of classic old-school style versus high-tech expertise in the Expendables’ most personal battle yet.",6.22,4482.0,54.357,0
The Giver,Hollywood,Drama,"In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world.",6.5,4178.0,15.026,0
Life After Beth,Hollywood,Romance,"Zach is devastated by the unexpected death of his girlfriend, Beth. When she mysteriously returns, he gets a second chance at love. Soon his whole world turns upside down...",5.5,610.0,11.766,0
The One I Love,Hollywood,Romance,"On the brink of separation, Ethan and Sophie escape to a beautiful vacation house for a weekend getaway in an attempt to save their marriage. What begins as a romantic and fun retreat soon becomes surreal, when an unexpected discovery forces the two to examine themselves, their relationship, and their future.",6.9,615.0,8.718,0
If I Stay,Hollywood,Drama,"Mia Hall, a talented young cellist, thought the most difficult decision she would ever have to make would be whether to pursue her musical dreams at prestigious Juilliard or follow her heart to be with the love of her life, Adam, a rock singer/guitarist. However, a car wreck changes everything in an instant, and now Mia's life hangs in the balance. Suspended between life and death, Mia faces a choice that will decide her future.",7.377,3983.0,27.703,1
Leprechaun: Origins,Hollywood,Horror,Two young couples backpacking through Ireland discover that one of Ireland's most famous legends is a terrifying reality.,4.7,211.0,15.778,0
Love Is Strange,Hollywood,Drama,"After 39 years together, Ben and George finally tie the knot, but George loses his job as a result, and the newlyweds must sell their New York apartment and live apart, relying on friends and family to make ends meet.",6.5,256.0,8.678,0
The Prince,Hollywood,Thriller,A family man who turns out to be a retired mob enforcer must travel across the country to find his daughter who has gone missing.,4.9,444.0,18.89,0
Sin City: A Dame to Kill For,Hollywood,Crime,Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.,6.367,3460.0,40.138,0
When the Game Stands Tall,Hollywood,Drama,A young coach turns a losing high school football program around to go undefeated for 12 consecutive seasons.,6.6,305.0,12.459,0
"As Above, So Below",Hollywood,Horror,"When a team of explorers ventures into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead.",6.659,3013.0,51.822,0
Cake,Hollywood,Drama,"After having visions of a member of her support group who killed herself, a woman who also suffers with chronic pain seeks out the widower of the suicide.",6.3,834.0,16.772,0
Dolphin Tale 2,Hollywood,Family,The team of people who saved Winter's life reassemble in the wake of her surrogate mother's passing in order to find her a companion so she can remain at the Clearwater Marine Hospital.,7.0,321.0,10.708,1
Honeymoon,Hollywood,Horror,"Young newlyweds Paul and Bea travel to a remote lake cottage for their honeymoon, where the promise of private romance awaits them. Shortly after arriving, Paul finds Bea wandering and disoriented in the middle of the night.",5.443,528.0,8.436,0
No Good Deed,Hollywood,Crime,"Terri is a devoted wife and mother of two, living an ideal suburban life in Atlanta when Colin, a charming but dangerous escaped convict, shows up at her door claiming car trouble. Terri offers her phone to help him but soon learns that no good deed goes unpunished as she finds herself fighting for survival when he invades her home and terrorizes her family.",5.957,572.0,64.856,0
The Guest,Hollywood,Mystery,"A soldier introduces himself to the Peterson family, claiming to be a friend of their son who died in action. After the young man is welcomed into their home, a series of accidental deaths seem to be connected to his presence.",6.6,1718.0,20.639,0
A Walk Among the Tombstones,Hollywood,Crime,Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,6.316,2575.0,37.86,0
The Scribbler,Hollywood,Thriller,"Suki is a young woman confronting her destructive mental illness using ""The Siamese Burn,"" an experimental machine designed to eliminate multiple personalities. The closer Suki comes to being ""cured,"" she's haunted by a thought... what if the last unwanted identity turns out to be her?",5.1,143.0,6.252,0
The Skeleton Twins,Hollywood,Drama,"Estranged twins Maggie and Milo coincidentally cheat death on the same day, prompting them to reunite and confront the reasons their lives went so wrong. As the twins' reunion reinvigorates them, they realize the key to fixing their lives may just lie in repairing their relationship.",6.7,569.0,9.906,0
This Is Where I Leave You,Hollywood,Drama,"When their father passes away, four grown, world-weary siblings return to their childhood home and are requested -- with an admonition -- to stay there together for a week, along with their free-speaking mother and a collection of spouses, exes and might-have-beens. As the brothers and sisters re-examine their shared history and the status of each tattered relationship among those who know and love them best, they reconnect in hysterically funny and emotionally significant ways.",6.573,1179.0,12.937,0
Tusk,Hollywood,Comedy,"When his best friend and podcast co-host goes missing in the backwoods of Canada, a young guy joins forces with his friend's girlfriend to search for him.",5.5,1201.0,16.91,0
The Boxtrolls,Hollywood,Animation,"An orphaned boy raised by underground creatures called Boxtrolls comes up from the sewers and out of his box to save his family and the town from the evil exterminator, Archibald Snatcher.",6.661,1520.0,22.814,0
The Equalizer,Hollywood,Thriller,"McCall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when he meets Teri, a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.",7.24,7885.0,93.907,1
The Song,Hollywood,Music,"The film follows aspiring singer-songwriter Jed King (Alan Powell) as he struggles to catch a break and escape the long shadow of his father, a country music legend. After reluctantly accepting a gig at a local vineyard harvest festival, Jed is love-struck by the vineyard owner’s daughter, Rose (Ali Faulkner), and a romance quickly blooms. Soon after their wedding, Jed writes Rose “The Song,” which becomes a breakout hit. Thrust into a life of stardom and a world of temptation in the form of fellow performer Shelby Bale (Caitlin Nicol-Thomas), Jed’s life and marriage begin to fall apart.",5.8,65.0,6.414,0
The Two Faces of January,Hollywood,Thriller,"1962. A con artist, his wife, and a dangerous stranger are caught up in the murder of a private detective and are forced to try and escape Athens.",5.8,610.0,8.293,0
Annabelle,Hollywood,Horror,A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,5.75,5619.0,44.397,0
Gone Girl,Hollywood,Mystery,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",7.892,17056.0,54.323,1
The Good Lie,Hollywood,Drama,"A young refugee of the Sudanese Civil War who wins a lottery for relocation to the United States with three other lost boys. Encountering the modern world for the first time, they develop an unlikely friendship with a brash American woman assigned to help them, but the young man struggles to adjust to this new life and his feelings of guilt about the brother he left behind.",7.4,445.0,7.698,1
Left Behind,Hollywood,Thriller,A small group of survivors are left behind after millions of people suddenly vanish during the rapture and the world is plunged into chaos and destruction.,4.2,1162.0,28.451,0
"Men, Women & Children",Hollywood,Drama,"Follows the story of a group of high school teenagers and their parents as they attempt to navigate the many ways the internet has changed their relationships, their communication, their self-image, and their love lives.",6.484,809.0,15.354,0
Last Shift,Hollywood,Horror,"Rookie police officer Jessica Loren has been assigned the last shift at a closing police station and must wait for a hazmat crew to collect biomedical evidence. Ordered not to leave the station under any circumstances, Jessica comes to learn that it's more than just an outdated station, it's home to the ultimate embodiment of evil and his devoted bloodthirsty followers. Jessica is left to fend for herself in the Devil's playground.",6.263,504.0,34.272,0
Addicted,Hollywood,Drama,A gallerist risks her family and flourishing career when she enters into an affair with a talented painter and slowly loses control of her life.,5.8,329.0,22.242,0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Hollywood,Family,"Alexander's day begins with gum stuck in his hair, followed by more calamities. Though he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother, and sister all find themselves living through their own terrible, horrible, no good, very bad day.",6.2,1227.0,15.012,0
Dracula Untold,Hollywood,Horror,"Vlad Tepes is a great hero, but when he learns the Sultan is preparing for battle and needs to form an army of 1,000 boys, he vows to find a way to protect his family. Vlad turns to dark forces in order to get the power to destroy his enemies and agrees to go from hero to monster as he's turned into the mythological vampire, Dracula.",6.399,5600.0,20.433,0
The Judge,Hollywood,Drama,"A successful lawyer returns to his hometown for his mother's funeral only to discover that his estranged father, the town's judge, is suspected of murder.",7.3,3669.0,31.651,1
Whiplash,Hollywood,Drama,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",8.379,13572.0,68.665,1
You're Not You,Hollywood,Drama,A drama centered on a classical pianist who has been diagnosed with ALS and the brash college student who becomes her caregiver.,7.4,748.0,10.017,1
Birdman or (The Unexpected Virtue of Ignorance),Hollywood,Drama,"A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.",7.471,11986.0,34.05,1
The Book of Life,Hollywood,Animation,"The journey of Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart. Before choosing which path to follow, he embarks on an incredible adventure that spans three fantastical worlds where he must face his greatest fears.",7.528,2378.0,41.746,1
Camp X-Ray,Hollywood,Drama,"A young woman joins the military to be part of something bigger than herself and her small-town roots. Instead, she ends up as a new guard at Guantanamo Bay, where her mission is far from black and white. Surrounded by hostile jihadists and aggressive squadmates, she strikes up an unusual friendship with one of the detainees.",6.8,933.0,16.055,0
Dear White People,Hollywood,Drama,"Four college students attend an Ivy League college where a riot breaks out over an “African-American” themed party thrown by white students. With tongue planted firmly in cheek, the film explores racial identity in 'post racial' America while weaving a story about forging one's unique path in the world.",6.2,416.0,8.91,0
Listen Up Philip,Hollywood,Comedy,"Anger rages in Philip as he awaits the publication of his second novel. He feels pushed out of his adopted home city by the constant crowds and noise, a deteriorating relationship with his photographer girlfriend Ashley, and his own indifference to promoting the novel. When Philip's idol Ike Zimmerman offers his isolated summer home as a refuge, he finally gets the peace and quiet to focus on his favorite subject: himself.",5.9,123.0,8.577,0
